human	humanLabel	spouse	spouseLabel	child	childLabel	sibling	siblingLabel	father	fatherLabel	mother	motherLabel
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1063783	Empress Wei	http://www.wikidata.org/entity/Q6144431	Li Chongjun	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1285764	Shangguan Wan'er	http://www.wikidata.org/entity/Q6144431	Li Chongjun	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q8255026	Princess Zhao	http://www.wikidata.org/entity/Q6144431	Li Chongjun	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1063783	Empress Wei	http://www.wikidata.org/entity/Q6538695	Li Chongfu	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1285764	Shangguan Wan'er	http://www.wikidata.org/entity/Q6538695	Li Chongfu	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q8255026	Princess Zhao	http://www.wikidata.org/entity/Q6538695	Li Chongfu	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1063783	Empress Wei	http://www.wikidata.org/entity/Q10948538	Princess Dingan	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1285764	Shangguan Wan'er	http://www.wikidata.org/entity/Q10948538	Princess Dingan	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q8255026	Princess Zhao	http://www.wikidata.org/entity/Q10948538	Princess Dingan	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1063783	Empress Wei	http://www.wikidata.org/entity/Q10948818	Princess Yicheng	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1285764	Shangguan Wan'er	http://www.wikidata.org/entity/Q10948818	Princess Yicheng	http://www.wikidata.org/entity/Q708310	Li Zhong	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q257141	Isabella of France, Queen of Navarre	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q266309	Robert, Count of Clermont	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q456900	Blanche of France, Infanta of Castile	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q457111	Margaret of France, Duchess of Brabant	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q648617	John Tristan, Count of Valois	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q739327	Peter, Count of Perche and AlenÃ§on	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q1875299	Louis of France	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14751950	Blanche de France	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14752200	John of France	http://www.wikidata.org/entity/Q203829	Charles I of Naples	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q172203	Philip III of France	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q237486	Agnes of France, Duchess of Burgundy	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q257141	Isabella of France, Queen of Navarre	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q266309	Robert, Count of Clermont	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q456900	Blanche of France, Infanta of Castile	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q457111	Margaret of France, Duchess of Brabant	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q648617	John Tristan, Count of Valois	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q739327	Peter, Count of Perche and AlenÃ§on	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q1875299	Louis of France	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14751950	Blanche de France	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14752200	John of France	http://www.wikidata.org/entity/Q236952	Isabelle of France	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q172203	Philip III of France	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q237486	Agnes of France, Duchess of Burgundy	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q257141	Isabella of France, Queen of Navarre	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q266309	Robert, Count of Clermont	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q456900	Blanche of France, Infanta of Castile	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q457111	Margaret of France, Duchess of Brabant	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q648617	John Tristan, Count of Valois	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q739327	Peter, Count of Perche and AlenÃ§on	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q1875299	Louis of France	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14751950	Blanche de France	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14752200	John of France	http://www.wikidata.org/entity/Q343969	Alphonse, Count of Poitiers	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q172203	Philip III of France	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q237486	Agnes of France, Duchess of Burgundy	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q257141	Isabella of France, Queen of Navarre	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q266309	Robert, Count of Clermont	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q456900	Blanche of France, Infanta of Castile	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q457111	Margaret of France, Duchess of Brabant	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q648617	John Tristan, Count of Valois	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q739327	Peter, Count of Perche and AlenÃ§on	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q1875299	Louis of France	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14751950	Blanche de France	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14752200	John of France	http://www.wikidata.org/entity/Q375325	Robert I, Count of Artois	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q172203	Philip III of France	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q237486	Agnes of France, Duchess of Burgundy	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q257141	Isabella of France, Queen of Navarre	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q266309	Robert, Count of Clermont	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q456900	Blanche of France, Infanta of Castile	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q457111	Margaret of France, Duchess of Brabant	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q648617	John Tristan, Count of Valois	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q739327	Peter, Count of Perche and AlenÃ§on	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q1875299	Louis of France	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14751950	Blanche de France	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q346	Louis IX of France	http://www.wikidata.org/entity/Q230889	Margaret of Provence	http://www.wikidata.org/entity/Q14752200	John of France	http://www.wikidata.org/entity/Q2496961	John Tristan, Count of Anjou and Maine	http://www.wikidata.org/entity/Q165284	Louis VIII of France	http://www.wikidata.org/entity/Q353	Blanche of Castile
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q2701854	Alexandre Coste	http://www.wikidata.org/entity/Q215012	Princess StÃ©phanie of Monaco	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q2738333	Jazmin Grace Grimaldi	http://www.wikidata.org/entity/Q215012	Princess StÃ©phanie of Monaco	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q18616043	Prince Jacques of Monaco	http://www.wikidata.org/entity/Q215012	Princess StÃ©phanie of Monaco	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q18616095	Princess Gabriella of Monaco	http://www.wikidata.org/entity/Q215012	Princess StÃ©phanie of Monaco	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q2701854	Alexandre Coste	http://www.wikidata.org/entity/Q233966	Caroline, Princess of Hanover	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q2738333	Jazmin Grace Grimaldi	http://www.wikidata.org/entity/Q233966	Caroline, Princess of Hanover	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q18616043	Prince Jacques of Monaco	http://www.wikidata.org/entity/Q233966	Caroline, Princess of Hanover	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q3910	Albert II	http://www.wikidata.org/entity/Q208466	Charlene, Princess of Monaco	http://www.wikidata.org/entity/Q18616095	Princess Gabriella of Monaco	http://www.wikidata.org/entity/Q233966	Caroline, Princess of Hanover	http://www.wikidata.org/entity/Q185025	Rainier III, Prince of Monaco	http://www.wikidata.org/entity/Q3925	Grace Kelly
http://www.wikidata.org/entity/Q4593	Rajiv Gandhi	http://www.wikidata.org/entity/Q163225	Sonia Gandhi	http://www.wikidata.org/entity/Q10218	Rahul Gandhi	http://www.wikidata.org/entity/Q730045	Sanjay Gandhi	http://www.wikidata.org/entity/Q554175	Feroze Gandhi	http://www.wikidata.org/entity/Q1149	Indira Gandhi
http://www.wikidata.org/entity/Q4593	Rajiv Gandhi	http://www.wikidata.org/entity/Q163225	Sonia Gandhi	http://www.wikidata.org/entity/Q607685	Priyanka G.Vadra	http://www.wikidata.org/entity/Q730045	Sanjay Gandhi	http://www.wikidata.org/entity/Q554175	Feroze Gandhi	http://www.wikidata.org/entity/Q1149	Indira Gandhi
http://www.wikidata.org/entity/Q7504	IrÃ¨ne Joliot-Curie	http://www.wikidata.org/entity/Q150989	FrÃ©dÃ©ric Joliot-Curie	http://www.wikidata.org/entity/Q581536	HÃ©lÃ¨ne Langevin-Joliot	http://www.wikidata.org/entity/Q230068	Ãˆve Curie	http://www.wikidata.org/entity/Q37463	Pierre Curie	http://www.wikidata.org/entity/Q7186	Marie Curie
http://www.wikidata.org/entity/Q7504	IrÃ¨ne Joliot-Curie	http://www.wikidata.org/entity/Q150989	FrÃ©dÃ©ric Joliot-Curie	http://www.wikidata.org/entity/Q899355	Pierre Joliot	http://www.wikidata.org/entity/Q230068	Ãˆve Curie	http://www.wikidata.org/entity/Q37463	Pierre Curie	http://www.wikidata.org/entity/Q7186	Marie Curie
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1063783	Empress Wei	http://www.wikidata.org/entity/Q9743	Emperor Shang of Tang	http://www.wikidata.org/entity/Q9722	Emperor Ruizong of Tang	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q1285764	Shangguan Wan'er	http://www.wikidata.org/entity/Q9743	Emperor Shang of Tang	http://www.wikidata.org/entity/Q9722	Emperor Ruizong of Tang	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
http://www.wikidata.org/entity/Q9717	Emperor Zhongzong of Tang	http://www.wikidata.org/entity/Q8255026	Princess Zhao	http://www.wikidata.org/entity/Q9743	Emperor Shang of Tang	http://www.wikidata.org/entity/Q9722	Emperor Ruizong of Tang	http://www.wikidata.org/entity/Q9703	Emperor Gaozong of Tang	http://www.wikidata.org/entity/Q9738	Wu Zetian
